,x,n,s1,s2
32,-13.600000000000023,25.000000000000000,0.21013316301347,0.210133163021965
33,-13.400000000000023,25.000000000000000,0.217725179518137,0.217725179518311
34,-13.200000000000024,24.000000000000000,0.216685916971309,0.216685916968345
35,-13.000000000000025,24.000000000000000,0.206926099833422,0.206926099832344
36,-12.800000000000026,24.000000000000000,0.188701353570845,0.188701353577926
37,-12.600000000000026,23.000000000000000,0.162607279977943,0.162607279985423
38,-12.400000000000027,23.000000000000000,0.129561030469852,0.129561030469631
39,-12.200000000000028,23.000000000000000,0.090770125044774,0.090770125039853
40,-12.000000000000028,23.000000000000000,0.047689311676413,0.047689311674731
41,-11.800000000000029,22.000000000000000,0.001967167167377,0.001967167167095
42,-11.600000000000030,22.000000000000000,-0.044615676994419,-0.044615676994454
43,-11.400000000000031,22.000000000000000,-0.090214501599809,-0.090214501597984
44,-11.200000000000031,22.000000000000000,-0.132991937481772,-0.132991937480256
45,-11.000000000000032,21.000000000000000,-0.171190295919092,-0.171190295919359
46,-10.800000000000033,21.000000000000000,-0.203201965030506,-0.203201965030757
47,-10.600000000000033,21.000000000000000,-0.227635046669376,-0.227635046669093
48,-10.400000000000034,20.000000000000000,-0.243371757663035,-0.243371757662999
49,-10.200000000000035,20.000000000000000,-0.249617073056991,-0.249617073056584
50,-10.000000000000036,20.000000000000000,-0.24593576590507,-0.24593576590496
51,-9.800000000000036,20.000000000000000,-0.232276028228579,-0.232276028228398
52,-9.600000000000037,19.000000000000000,-0.208978713442413,-0.208978713442491
53,-9.400000000000038,19.000000000000000,-0.176771570532935,-0.176771570532821
54,-9.200000000000038,19.000000000000000,-0.136748369782915,-0.136748369782993
55,-9.000000000000039,18.000000000000000,-0.09033361875376,-0.090333618753846
56,-8.800000000000040,18.000000000000000,-0.039233806555785,-0.039233806555814
57,-8.600000000000041,18.000000000000000,0.014622989798303,0.014622989798426
58,-8.400000000000041,18.000000000000000,0.06915726102094,0.069157261021019
59,-8.200000000000042,17.000000000000000,0.122215306917919,0.122215306917923
60,-8.000000000000043,17.000000000000000,0.171650809360192,0.171650809360244
61,-7.800000000000042,17.000000000000000,0.215407808688228,0.215407808688198
62,-7.600000000000042,16.000000000000000,0.251601826077595,0.251601826077646
63,-7.400000000000042,16.000000000000000,0.278596229338391,0.278596229338397
64,-7.200000000000042,16.000000000000000,0.295070690016424,0.295070690016416
65,-7.000000000000042,16.000000000000000,0.300079269956136,0.300079269956143
66,-6.800000000000042,15.000000000000000,0.293095608025729,0.293095608025723
67,-6.600000000000041,15.000000000000000,0.274043362638997,0.274043362638995
68,-6.400000000000041,15.000000000000000,0.243310605625815,0.243310605625812
69,-6.200000000000041,14.000000000000000,0.201747215720268,0.201747215720282
70,-6.000000000000041,14.000000000000000,0.150645254357222,0.150645254357226
71,-5.800000000000041,14.000000000000000,0.091702566451985,0.091702566451982
72,-5.600000000000041,14.000000000000000,0.026970884263748,0.026970884263745
73,-5.400000000000040,13.000000000000000,-0.041210097162121,-0.04121009716212
74,-5.200000000000040,13.000000000000000,-0.110290438256509,-0.110290438256511
75,-5.000000000000040,13.000000000000000,-0.177596770759452,-0.17759677075945
76,-4.800000000000040,12.000000000000000,-0.240425332911667,-0.240425332911668
77,-4.600000000000040,12.000000000000000,-0.29613781860346,-0.296137818603459
78,-4.400000000000039,12.000000000000000,-0.342256790703978,-0.342256790703979
79,-4.200000000000039,11.000000000000000,-0.376557046896973,-0.376557046896974
80,-4.000000000000039,11.000000000000000,-0.397149807302891,-0.39714980730289
81,-3.800000000000039,11.000000000000000,-0.402556409347805,-0.402556409347804
82,-3.600000000000039,10.000000000000000,-0.39176899312838,-0.39176899312838
83,-3.400000000000039,10.000000000000000,-0.364295599776146,-0.364295599776146
84,-3.200000000000038,10.000000000000000,-0.320188170556115,-0.320188170556115
85,-3.000000000000038,10.000000000000000,-0.260051955149845,-0.260051955149846
86,-2.800000000000038,9.000000000000000,-0.185036030185183,-0.185036030185183
87,-2.600000000000038,9.000000000000000,-0.096804953557296,-0.096804953557296
88,-2.400000000000038,9.000000000000000,0.002507683496526,0.002507683496526
89,-2.200000000000037,8.000000000000000,0.110362264137416,0.110362264137416
90,-2.000000000000037,8.000000000000000,0.223890778533614,0.223890778533614
91,-1.800000000000037,7.000000000000000,0.339986419935728,0.339986419935728
92,-1.600000000000037,7.000000000000000,0.455402169353587,0.455402169353587
93,-1.400000000000037,7.000000000000000,0.566855120639237,0.566855120639237
94,-1.200000000000037,6.000000000000000,0.671132740095981,0.671132740095981
95,-1.000000000000038,6.000000000000000,0.765197686089393,0.765197686089393
96,-0.800000000000038,5.000000000000000,0.846287359999986,0.846287359999986
97,-0.600000000000038,5.000000000000000,0.912004863906239,0.912004863906239
98,-0.400000000000038,4.000000000000000,0.960398222222215,0.960398222222215
99,-0.200000000000038,4.000000000000000,0.990024972222219,0.990024972222219
100,-0.000000000000038,1.000000000000000,1.0,1.0
